Surname,Awards,Education,DBLP Info
Shamir,7,Adi Shamir was born in Tel Aviv. He received a Bachelor of Science (BSc) degree in mathematics from Tel Aviv University in 1973 and obtained an MSc and PhD in computer science from the Weizmann Institute in 1975 and 1977 respectively.[3] He spent a year as a postdoctoral researcher at the University of Warwick and did research at Massachusetts Institute of Technology (MIT) from 1977 to 1980.,276
Shannon,10,"The Shannon family lived in Gaylord, Michigan, and Claude was born in a hospital in nearby Petoskey.[1] His father, Claude Sr. (1862–1934), was a businessman and, for a while, a judge of probate in Gaylord. His mother, Mabel Wolf Shannon (1890–1945), was a language teacher, who also served as the principal of Gaylord High School.[21] Claude Sr. was a descendant of New Jersey settlers, while Mabel was a child of German immigrants.[1] Shannon's family was active in their Methodist Church during his youth.[22] Most of the first 16 years of",19
Shaw,0,"Shaw was raised in Los Angeles, California.[4] His father was a theoretical physicist who specialised in plasma and fluid flows, and his mother is an artist and educator.[4] They divorced when he was 12.[4] His stepfather, Irving Pfeffer, was professor of finance at University of California, Los Angeles, and the author of papers supporting the efficient market hypothesis.[4] Shaw earned a bachelor's degree summa cum laude from the University of California, San Diego, a PhD from Stanford University in 1980, and then became an assistant professor of the department of",66
Shenker,5,"Shenker received his Sc.B. in physics from Brown University in 1978, and his PhD in physics from University of Chicago in 1983.[5] In 2007, he received an honorary doctorate from the same university.[6] After working as a postdoctoral associate at Cornell University, he joined the research staff at Xerox PARC. He left PARC in 1998 to help found the AT&T Center for Internet Research, which was later renamed the ICSI Center for Internet Research (ICIR).[7] In 1995, Shenker contributed to the field of energy-efficient processor scheduling, co-authoring a paper on",370
Shekhar,0,"Shekhar received a B.Tech. in Computer Science from the IIT Kanpur in 1985. He then earned a M.S. in Computer Science (1987), a M.S. in Business Administration (1989) and a Ph.D. in Computer Science (1989) from the University of California, Berkeley. Earlier, he attended the Netarhat Residential School.[10]",337
Shneiderman,1,"Born in New York, Shneiderman, attended the Bronx High School of Science, and received a BS in Mathematics and Physics from the City College of New York in 1968. He then went on to study at the State University of New York at Stony Brook, where he received an MS in Computer Science in 1972 and graduated with a PhD in 1973.",503
Shortliffe,0,"Shortliffe grew up in Edmonton, Alberta, until his family moved to Connecticut when he was 6. He attended the Loomis School in Connecticut (now Loomis Chaffee School) and later Gresham's School in the United Kingdom. His father was a physician and hospital administrator; his mother, an English teacher. He has one brother and one sister. As an undergraduate at Harvard, he started working in the computer laboratory of G. Octo Barnett at Massachusetts General Hospital and realized that he could have a career spanning both medicine and computing. After receiving",121
Siewiorek,2,"Daniel P. Siewiorek received a Bachelor of Arts (B.A.) in Electrical Engineering from the University of Michigan, Ann Arbor in 1968. He then attended Stanford University, graduating with an Master of Arts (M.A.) in Electrical Engineering with a minor in Computer Science in 1969, and a Doctor of Philosophy (Ph.D.), also in Electrical Engineering, in 1972.[1]",270
Sifakis,2,"Joseph Sifakis was born in Heraklion, Crete in 1946 and lives in France. He studied Electrical Engineering at the National Technical University of Athens and Computer Science at the University of Grenoble under a French scholarship. He received his engineering doctorate in 1974 from the University of Grenoble,[1] where he also received a state doctorate in 1979.[2][3][4] He is currently Research Director Emeritus for the Centre national de la recherche scientifique at VERIMAG laboratory near Grenoble, of which he is the founder. Sifakis has been a leading figure in the",229
Simon,10,"Herbert Alexander Simon was born in Milwaukee, Wisconsin on June 15, 1916. Simon's father, Arthur Simon (1881–1948), was a Jewish[13] electrical engineer who came to the United States from Germany in 1903 after earning his engineering degree at Technische Hochschule Darmstadt.[14] An inventor, Arthur also was an independent patent attorney.[15] Simon's mother, Edna Marguerite Merkel (1888–1969), was an accomplished pianist whose Jewish, Lutheran, and Catholic ancestors came from Braunschweig, Prague and Cologne.[16] Simon's European ancestors were piano makers, goldsmiths, and vintners. Simon attended Milwaukee Public Schools, where he developed an",85
Singh,6,Singh received his B.Tech. in computer science & engineering from the Indian Institute of Technology Delhi in 1986. He obtained a Ph.D. in computer science from the University of Texas at Austin in 1993 under the supervision of E. Allen Emerson and Nicholas M. Asher.[9],476
Sitaraman,0,"Ramesh Sitaraman received a B.Tech in electrical engineering from the Indian Institute of Technology, Madras and a Ph.D (1993) in computer science from Princeton University under Robert Tarjan.[2][6] He helped build Akamai's high-performance network for delivering web and media content[2] and is an Akamai Fellow.[7][8] Currently, he is a distinguished professor in the computer science department at University of Massachusetts, Amherst.",159
Sloman,0,"Sloman was born in 1936, in the town of Que Que (now called Kwe Kwe), in what was then Southern Rhodesia (now Zimbabwe). His parents were Lithuanian Jews who emigrated to Southern Rhodesia around the turn of the century. Sloman describes himself as an atheist.[2] He went to school in Cape Town between 1948 and 1953, then earned a degree in Mathematics and Physics at the University of Cape Town in 1956, after which a Rhodes Scholarship (from South African College School) took him to the University of Oxford (first",69
Spewak,0,"Born in Philadelphia, Spewak earned both his B.A. and his M.A. degree at Case Western Reserve University, and earned his Ph.D. in business administration at the University of Michigan[2] in 1981 with the thesis ""Analysis of dynamics of the logical design of information systems"".[3] Early 1980s Spewak started his career in industry. In 1986 he became software editor at Continental Insurance, where he headed a data modeling project. Early 1990s he started his management consultant practice with offices in Princeton, N.J., and Washington. He worked with government agencies, and national",2
Srihari,0,"Rohini Srihari received her early education in Lansing, Michigan, Kanpur India and Waterloo, Ontario. She received an undergraduate degree in Computer Science from the University of Waterloo, Ontario, Canada and the M.S. and Ph.D. degrees in Computer Science from the University at Buffalo, The State University of New York.",0
Srihari,2,"Srihari received undergraduate degrees in Science and in Electrical Communication Engineering from the National College of Bangalore University and the Indian Institute of Science in Bangalore respectively. He received Master's and Doctoral degrees in Computer and Information Science from Ohio State University, Columbus.[1]",282
Stachowiak,0,"After graduating from East High School (Rochester, New York) in 1994,[1] Stachowiak was accepted into MIT where he completed Course 6 - Electrical Engineering and Computer Science and received both his S.B. and M.Eng. in 1998.[2] While at MIT Stachowiak worked on the Rethinking CS101 project,[3][4] and in 1997 he began the Scheme Constraints Window Manager project with Greg J. Badros.[5] He also contributed to a paper with the Cognitive & Neural Sciences Office of Naval Research.[6] Stachowiak's MIT M.Eng. thesis on ""Automated Extraction of Structured data from HTML Documents""",0
Stamper,0,"Born in West Bridgford, United Kingdom, Stamper obtained his MA in Mathematics and Statistics at Oxford University in 1959.[1] Stamper started his career in industry, first in hospital administration and later in the steel industry. He starting applying operational research methods with the use of computers, and evolved into the management of information systems development. In need of more experts, he developed one of the first courses in systems analysis in the UK. In 1969 he moved into the academic world, starting at the London School of Economics as senior",28
Starner,0,"Starner graduated from Dallastown Area High School in York PA in 1987 with honors. He won a talent show in technological science for one of the first AI puzzle-solving PC computer simulations in 1986 before high school graduation gaining him early recognition. Starner graduated from the Massachusetts Institute of Technology with a B.S. in Brain and Cognitive Science (1991), a B.S. in Computer Science (1991), a M.S. in Media Arts and Science, and finally a Ph.D. in Media Arts and Sciences (1999) from the MIT Media Laboratory. His doctoral work",266
Jr.,2,"Steele was born in Missouri and graduated from the Boston Latin School in 1972. He received a Bachelor of Arts (BA) in applied mathematics from Harvard University (1975) and a Master's degree (MS) and Doctor of Philosophy (PhD) from Massachusetts Institute of Technology (MIT) in computer science (1977, 1980). He then worked as an assistant professor of computer science at Carnegie Mellon University and a compiler implementer at Tartan Laboratories. Then he joined the supercomputer company Thinking Machines, where he helped define and promote a parallel computing version of the",106
Sterling,6,"Sterling began his undergraduate studies in 1968 at the Polytechnic Institute of Brooklyn completing his BSEE degree in 1972 (Summa Cum Laude) from the Old Dominion University. Upon separation from the US Navy in 1977, he matriculated at the Massachusetts Institute of Technology (MIT). Thomas Sterling earned his SMEE from MIT in 1981, his EE in 1983, and his Ph.D in 1984 as a Hertz Fellow under the supervision of Prof. Robert H. Halstead.",8
Stevens,0,"Richard Stevens was born in 1951 in Luanshya, Northern Rhodesia (now Zambia), where his father worked for the copper industry. The family later moved to Salt Lake City, Utah, Hurley, New Mexico, Washington, D.C., and Phalaborwa, South Africa. Stevens attended Fishburne Military School in Waynesboro, Virginia. He received a bachelor's degree in aerospace engineering from the University of Michigan in 1973 and both a master's degree (in 1978) and PhD (in 1982) in systems engineering from the University of Arizona. He moved to Tucson in 1975 where he was employed",18
Storaasli,0,"Storaasli received a B.A. in Physics, Mathematics & French (Concordia College, 1964), M.A. in Mathematics (USD,1966), Ph.D in Engineering Mechanics (NCSU, 1970) and post-doc fellowships: NTNU (1984–85), University of Edinburgh (2008).",3
Strachey,0,"Christopher Strachey was born on 16 November 1916 to Oliver Strachey and Rachel (Ray) Costelloe in Hampstead, England. Oliver Strachey was the son of Richard Strachey and the great-grandson of Sir Henry Strachey, 1st Baronet. His elder sister was the writer Barbara Strachey. In 1919, the family moved to 51 Gordon Square. The Stracheys belonged to the Bloomsbury Group whose members included Virginia Woolf, John Maynard Keynes and Christopher's uncle Lytton Strachey. At 13, Christopher went to Gresham's School, Holt where he showed signs of brilliance but in general performed",17
Strassen,0,"Strassen was born on April 29, 1936, in Düsseldorf-Gerresheim.[2] After studying music, philosophy, physics, and mathematics at several German universities,[2] he received his Ph.D. in mathematics in 1962 from the University of Göttingen under the supervision of Konrad Jacobs [de].[6] He then took a position in the department of statistics at the University of California, Berkeley while performing his habilitation at the University of Erlangen-Nuremberg, where Jacobs had since moved.[2] In 1968, Strassen moved to the Institute of Applied Mathematics at the University of Zurich, where he remained for twenty",21
Stroustrup,11,"Stroustrup was born in Aarhus, Denmark. His family was working class, and he attended local schools.[6] He attended Aarhus University from 1969 to 1975 and graduated with a Candidatus Scientiarum in mathematics with computer science.[7] His interests focused on microprogramming and machine architecture. He learned the fundamentals of object-oriented programming from its inventor, Kristen Nygaard, who frequently visited Aarhus. In 1979, he received his PhD in computer science from the University of Cambridge,[8][9] where his research on distributed computing was supervised by David Wheeler.[1][8]",78
Sussman,2,"Sussman attended the Massachusetts Institute of Technology as an undergraduate and received his SB in mathematics in 1968. He continued his studies at MIT and obtained a PhD in 1973, also in mathematics, under the supervision of Seymour Papert. His doctoral thesis was titled ""A Computational Model of Skill Acquisition"" focusing on artificial intelligence and machine learning, using a computational performance model named HACKER.[2] According to a common story,[3] in 1966, Marvin Minsky tasked his student Gerald Jay Sussman to “spend the summer linking a camera to a computer and",38
Sutherland,8,"Sutherland's father was from New Zealand; his mother, Anne Sutherland, was from Scotland. His family moved to Wilmette, Illinois, then Scarsdale, New York, for his father's career. Bert Sutherland was his elder brother.[7] Ivan Sutherland earned his bachelor's degree in electrical engineering from the Carnegie Institute of Technology, his master's degree from Caltech, and his Ph.D. from MIT in Electrical Engineering in 1963.[8][2] Sutherland invented Sketchpad in 1962 while at MIT. Claude Shannon signed on to supervise Sutherland's computer drawing thesis.[2] Among others on his thesis committee were Marvin Minsky",48
Sweeney,0,"Sweeney graduated from Dana Hall Schools in Wellesley, Massachusetts, receiving her high school diploma in 1977. She delivered the valedictory at the graduation ceremony.[10] She began her undergraduate work in computer science at MIT, but left to found a company. She completed her undergraduate degree in computer science at the Harvard University Extension School.[11] In 2001, Sweeney was awarded a Ph.D. in computer science from the Massachusetts Institute of Technology, the first African American woman to do so.[12] Of this career move she has said, ""I would do something that",49
Tabriz,0,"Tabriz initially enrolled at the University of Illinois at Urbana–Champaign to study computer engineering, but soon became interested in computer science instead.[4][5] She completed a bachelor of science and master of science degree at the university[4][6] and did research in wireless security and attacks on privacy-enhancing technologies, co-authoring papers with her advisor Nikita Borisov.[5][7][8] She was an active member of a student club interested in computer security, which she joined because her own website was hacked.[4]",6
Tamassia,0,"Tamassia received a laurea (the Italian equivalent of an M.S. degree) from the University of Rome ""La Sapienza"" in 1984, and a Ph.D. from the University of Illinois at Urbana-Champaign under the supervision of Franco Preparata in 1988.[1][2] He then took a faculty position at Brown; he has also held visiting positions at the University of Texas at Dallas, the Consiglio Nazionale delle Ricerche, and La Sapienza.[1] Tamassia is an ISI highly cited researcher.[3] He was one of the original organizers of the International Symposium on Graph Drawing, and was",305
Tanenbaum,0,"Tanenbaum was born in New York City and grew up in suburban White Plains, New York, where he attended the White Plains High School.[10] He is Jewish.[11] His paternal grandfather was born in Khorostkiv in the Austro-Hungarian empire.[10] He received his Bachelor of Science degree in physics from MIT in 1965 and his PhD degree in astrophysics from the University of California, Berkeley in 1971. Tanenbaum also served as a lobbyist for the Sierra Club.[12][full citation needed] He moved to the Netherlands[when?] to live with his wife, who is Dutch,",212
Tate,1,"Tate was born 12 May 1951, Knottingley, West Yorkshire, UK.[6] He completed his B.A. (Hons) Computer Studies, Lancaster University, 1969-1972.[6] He completed his postgraduate study in Machine Intelligence at University of Edinburgh, supervised by Donald Michie, 1972-1975 and a Master of Science degree in e-Learning at the University of Edinburgh, 2011-2012.[6]",60
Thalheim,2,"Born in Radebeul (near Dresden), Germany, Thalheim received his M.Sc. in mathematics and computer science in 1975 at the Dresden University of Technology, his PhD in discrete mathematics in 1979 at the Lomonosov Moscow State University, and his habilitation in theoretical computer science in 1985 at the Dresden University of Technology. From 1986-89, he was an associate professor at the Dresden University of Technology. In 1989 he moved to the University of Rostock, where he was professor until 1993. From 1993 to 2003 he was dean and full professor at",384
Tardos,5,"Tardos received her Dipl. Math in 1981 and her Ph.D. 1984 from the Faculty of Sciences of the Eötvös Loránd University under her advisor András Frank.[2] She was the Chair of the Department of Computer Science at Cornell from 2006-2010, and she is currently serving as the Associate Dean of the College of Computing and Information Science.[3] She was editor-in-Chief of SIAM Journal on Computing from 2004–2009, and is currently the Economics and Computation area editor of the Journal of the ACM as well as on the Board of Editors",235
Tardos,4,"Gábor Tardos received his PhD in Mathematics from Eötvös University, Budapest in 1988. His counsellors were László Babai and Péter Pálfy. He held postdoctoral posts at the University of Chicago, Rutgers University, University of Toronto and the Princeton Institute for Advanced Study. From 2005 to 2013, he served as a Canada Research Chair of discrete and computational geometry at Simon Fraser University. He then returned to Budapest to the Alfréd Rényi Institute of Mathematics where he has served as a research fellow since 1991.[2]",152
Tarjan,3,"He was born in Pomona, California. His father, raised in Hungary,[1] was a child psychiatrist, specializing in mental retardation, and ran a state hospital.[2] As a child, Tarjan read a lot of science fiction, and wanted to be an astronomer. He became interested in mathematics after reading Martin Gardner's mathematical games column in Scientific American. He became seriously interested in math in the eighth grade, thanks to a ""very stimulating"" teacher.[3] While he was in high school, Tarjan got a job, where he worked with IBM punch card collators. He",347
Taylor,3,"Valerie Elaine Taylor was born May 24, 1963, in Chicago, Illinois.[2][3] Her father, Willie Taylor, was an electrical engineer at Sonicraft and would bring his children to work with him on Saturdays. Taylor credits her pursuit of a career in science to that early exposure to building circuit boards, reading schematics, and soldering boards.[4] While in high school, she spent her Saturdays attending the Illinois Institute of Technology's Early Identification Program and spent summers in various STEM programs.[4] Taylor received her bachelor's and master's degrees in electrical engineering from Purdue",106
Tchou,0,"Born in Rome on 26 June 1924, he was the son of Evelyn Wang and the diplomat Yin Tchou, who worked within the Consulate of the Republic of China at the Holy See.[citation needed] After obtaining his classical high school diploma at the Torquato Tasso Gymnasium High School in Rome, he undertook his studies in electrical engineering in Rome, at the La Sapienza University, and continued them with a scholarship in the United States, where, in 1947, he obtained a Bachelor of electrical engineering at the Catholic University of America",0
Teevan,5,"Teevan received a B.S. in Computer Science from Yale University. As an undergraduate, she sold her senior thesis to Infoseek, an early web search engine. In it she invented an early approach to using the web link graph to support information seeking.[1] Teevan also received a Ph.D. and S.M. from MIT where she helped pioneer the field of Personal Information Management.[2][3][4]",147
Teng,4,"Teng was born in China in 1964. His father, Dr. Teng Zhanhong, was a professor of civil engineering at the Taiyuan University of Technology. His mother, Li Guixin, was an administrator at the same university.[3] Teng graduated with BA in electrical engineering and BS in computer science, both from Shanghai Jiao Tong University in 1985. He obtained MS in computer science from the University of Southern California in 1988. Teng holds a Ph.D. in computer science from Carnegie Mellon University (in 1991). Prior to joining USC in 2009, Teng was",252
Tesler,0,"Tesler was born on April 24, 1945, in the Bronx in New York City, to Jewish parents Isidore, an anesthesiologist, and Muriel (née Krechmer).[1] Tesler lived in the Bronx through his childhood and graduated from the Bronx High School of Science in 1961. While in high school, he was guided towards computers by a teacher after showing the teacher an algorithm for generating prime numbers. Through this, he learned of a program at Columbia University where he was able to spend a half-hour each week on their computer systems, through",10
Thacker,6,"Thacker was born in Pasadena, California, on February 26, 1943.[4] His father was Ralph Scott Thacker, born 1906, an electrical engineer (Caltech class of 1928[5]) in the aeronautical industry.[6][7][8][9][10] His mother was the former (Mattie) Fern Cheek, born 1922 in Oklahoma, a cashier and secretary, who soon raised their two sons on her own.[11] He received his B.S. in physics[12] from the University of California, Berkeley in 1967. He then joined the university's ""Project Genie"" in 1968, which developed the pioneering Berkeley Timesharing System on the SDS 940.[13] Butler Lampson,",12
Thalmann,1,"After a master's degree in Nuclear Physics (1970) and a combined Certificate in Statistics and Computer Science (1972) both from the University of Geneva, he earned a PhD in Computer Science (1977) also from the University of Geneva. In his PhD, he worked very early on the concept of abstract machines for portable compilers and operating systems.[1] From 1977 to 1989, he was Professor at the University of Montreal, in Canada, where he started to work on computer graphics and animation. Then, he came back to Switzerland and founded the",589
Thompson,11,"Thompson was born in New Orleans, Louisiana. When asked how he learned to program, Thompson stated, ""I was always fascinated with logic and even in grade school I'd work on arithmetic problems in binary, stuff like that. Just because I was fascinated.""[3] Thompson received a Bachelor of Science in 1965 and a master's degree in 1966, both in Electrical Engineering and Computer Sciences, from the University of California, Berkeley, where his master's thesis advisor was Elwyn Berlekamp.[4]",38
Thompson,0,"Thompson earned his Doctor of Philosophy (D.Phil.) from the University of Oxford in 1984 with a dissertation titled ""Recursion theories on the continuous functionals""[8] The faculty adviser was Robin Oliver Gandy.[9]",84
Thrun,3,"Thrun was born in 1967 in Solingen, Germany (former West Germany), the son of Winfried and Kristin (Grüner) Thrun. He completed his Vordiplom (intermediate examination) in computer science, economics, and medicine at the University of Hildesheim in 1988. At the University of Bonn, he completed a Diplom (first degree) in 1993 and a Ph.D. (summa cum laude) in 1995 in computer science and statistics.[3]Later in his career, he was awarded many honorary Ph.D. degrees from European universities, including his first alma mater.[11]",328
Quevedo,9,"In the last years of his life, Torres turned his attention to the field of educational disciplines, to investigate those elements or machines that could help educators in their task. Between 1922 and 1930 he patented improvements on typewriters,[117] marginal pagination of manuals,[118] the ""Puntero Proyectable"" (""Projectable Pointer""),[119] and the ""Proyector Didáctico"" (""Didactic Projector"").[120] The Projectable Pointer was based on the shadow produced by an opaque body that moves close to the projected plate, being this shadow used as a pointer. To do this, he designed an articulated system that",0
Toussaint,0,"Toussaint was born in 1944[5] in Belgium.[6] After graduating in 1968 from the University of Tulsa,[7] he went to the University of British Columbia for graduate study, completing his Ph.D. there in 1972. His dissertation, Feature Evaluation Criteria and Contextual Decoding Algorithms in Statistical Pattern Recognition, was supervised by Robert W. Donaldson.[8] He joined the McGill University faculty in 1972, and became a professor emeritus there in 2007. After retiring from McGill, he became a professor of computer science and head of the computer science department at New York University",211
Tucker,0,"Born in Cardiff, Wales, he was educated at Bridgend Boys' Grammar School, where he was taught mathematics, logic and computing. He read mathematics at University of Warwick (BA in 1973), and studied mathematical logic and the foundations of computing at University of Bristol (MSc in 1974, PhD in 1977). He has held posts at Oslo University, the CWI Amsterdam, and at Bristol and Leeds Universities, before returning to Wales as Professor of Computer Science at Swansea University in 1989. In addition to theoretical computer science, Tucker also lectures on the",114
Tukey,7,"Tukey was born in New Bedford, Massachusetts in 1915, to a Latin teacher father and a private tutor. He was mainly taught by his mother and attended regular classes only for certain subjects like French.[3] Tukey obtained a BA in 1936 and MSc in 1937 in chemistry, from Brown University, before moving to Princeton University, where in 1939 he received a PhD in mathematics after completing a doctoral dissertation titled ""On denumerability in topology"".[4][5][6] During World War II, Tukey worked at the Fire Control Research Office and collaborated with Samuel",6
Turing,1,"Turing was born in Maida Vale, London, while his father, Julius Mathison Turing was on leave from his position with the Indian Civil Service (ICS) of the British Raj government at Chatrapur, then in the Madras Presidency and presently in Odisha state, in India.[16][17] Turing's father was the son of a clergyman, the Rev. John Robert Turing, from a Scottish family of merchants that had been based in the Netherlands and included a baronet. Turing's mother, Julius's wife, was Ethel Sara Turing (née Stoney), daughter of Edward Waller Stoney, chief",12
Valiant,6,"Valiant was educated at King's College, Cambridge,[14][6] Imperial College London,[14][6] and the University of Warwick where he received a PhD in computer science in 1974.[15][1]",119
Vapnik,11,"Vladimir Vapnik was born to a Jewish family[3] in the Soviet Union. He received his master's degree in mathematics from the Uzbek State University, Samarkand, Uzbek SSR in 1958 and Ph.D in statistics at the Institute of Control Sciences, Moscow in 1964. He worked at this institute from 1961 to 1990 and became Head of the Computer Science Research Department.[4]",84
Vardi,8,Vardi was an undergraduate student at Bar-Ilan University and received his Master of Science degree from the Weizmann Institute of Science.[4] His PhD was supervised by Catriel Beeri and awarded by the Hebrew University of Jerusalem in 1981.[3],774
Vauquois,0,"Bernard Vauquois was initially a researcher at French National Centre for Scientific Research (CNRS) from 1952 to 1958 at the Astrophysics Institute of the Meudon Observatory, after completing studies in mathematics, physics, and astronomy. Since 1957, his research program has also focused on methods applied to physics from the perspective of electronic computers, and he has taught programming to physicists. This double interest in astrophysics and electronic computers is reflected in the subject of his thesis and that of the complementary thesis in physical sciences that he defended in 1958.",12
Vazirani,1,"Vazirani received a BS from MIT in 1981[2] and received his Ph.D. in 1986 from UC Berkeley under the supervision of Manuel Blum.[3] He is the brother of University of California, Irvine professor Vijay Vazirani.",113
Veloso,4,"Manuela Veloso received her Licenciatura and Master of Science degree in electrical engineering from Lisbon's Instituto Superior Técnico in 1980 and 1984 respectively. She then attended Boston University, and received a Master of Arts in computer science in 1986.[citation needed] She moved to Carnegie Mellon University and received her Ph.D. in computer science there in 1992. Her thesis Learning by Analogical Reasoning in General Purpose Problem Solving was supervised by Jaime Carbonell.[3]",625
Vernadat,0,"F. Vernadat studied from 1973 until 1981 at the University of Clermont, France, where he received a master's degree in Electronics and Automatic Control and a PhD in 1981. He has been a research officer first at the National Research Council of Canada (NRCC), Ottawa, from 1981 until 1988, and then at Institut National de Recherche en Informatique et Automatique (INRIA), France, until Sept. 1995. From 1995 until 2001 he has been a professor at the University of Metz, France in automatic control and industrial engineering, the head of the",40
Veryard,0,"Veryard attended Sevenoaks School from 1966 to 1972, where he attended classes by Gerd Sommerhoff. He received his MA Mathematics and Philosophy from Merton College, Oxford, in 1976, and his MSc Computing Science at the Imperial College London in 1977. Later he also received his MBA from the Open University in 1992.[2] Veryard started his career in industry working for Data Logic Limited, Middlesex, UK, where he first developed and taught public data analysis courses. After years of practical experience in this field, he wrote his first book about this",9
Vitányi,0,Vitányi was born in Budapest to a Dutch mother and a Hungarian father. He received his degree of mathematical engineer from Delft University of Technology in 1971 and his Ph.D. from the Free University of Amsterdam in 1978.[1],254
Viterbi,8,"Viterbi attended the Boston Latin School, and then entered Massachusetts Institute of Technology (MIT) in 1952, studying electrical engineering. He received both BS and MS in electrical engineering in 1957 from MIT. He was elected to membership in the honor society Eta Kappa Nu in 1956 through the MIT chapter. He worked at Raytheon and later at Jet Propulsion Laboratory (JPL) in Pasadena, California, where he started working on telemetry for uncrewed space missions, also helping to develop the phase-locked loop. Simultaneously, he was carrying out PhD studies at the",43
Vitter,0,"Vitter was born and raised in New Orleans, Louisiana. He earned a Bachelor of Science in mathematics with highest honors from the University of Notre Dame in 1977, a Ph.D. in computer science from Stanford University under the supervision of Donald Knuth in 1980 and a master of business administration from Duke University in 2002.",307
Waltz,2,"Waltz was born in Boston, Massachusetts in 1943. He attended the Massachusetts Institute of Technology (MIT) where, as a student of artificial intelligence pioneer Marvin Minsky, he was part of the MIT Artificial Intelligence Laboratory and received S.B. (1965), M.S. (1968) and Ph.D. (1972) degrees, all in Electrical Engineering. His Ph.D. dissertation on computer vision[9] initiated the field of constraint propagation,[10] which allowed a computer program to generate a detailed three-dimensional view of an object given a two dimensional drawing with shadows.",57
Wang,0,"Wang received a summa cum laude bachelor's degree in mathematics and computer science from the University of Minnesota (advisor: Dennis Hejhal), an M.S. in mathematics and an M.S. in computer science, both from Stanford University, and a Ph.D. degree in medical information sciences from Stanford University's Biomedical Informatics and Database groups (advisor: Gio Wiederhold, committee members: Hector Garcia-Molina and Stephen T.C. Wong).",0
Warmuth,1,"After studying computer science at the University of Erlangen–Nuremberg, earning a diploma in 1978, Warmuth went to the University of Colorado Boulder for graduate study, earning a master's degree there in 1980 and completing his Ph.D. in 1981.[2] His doctoral dissertation, Scheduling on Profiles of Constant Breadth, was supervised by Harold N. Gabow.[3] After postdoctoral research at the University of California, Berkeley and Hebrew University of Jerusalem, Warmuth joined the University of California, Santa Cruz in 1983, became Distinguished Professor there in 2017, and retired as a professor emeritus in",241
Warren,0,"Warren received a Ph.D.[1] in artificial intelligence from the University of Edinburgh in 1977 under advisor Robert Kowalski, and (a second advisor) Donald Michie.[2]",38
Warwick,5,"Kevin Warwick was born in 1954 in Keresley, Coventry, England,[11] and was raised in the nearby village of Ryton-on-Dunsmore, Warwickshire. His family attended a Methodist church but soon he began doubting the existence of God.[12] He attended Lawrence Sheriff School in Rugby, Warwickshire, where he was a contemporary of actor Arthur Bostrom. He left school at the age of 16 to start an apprenticeship with British Telecom. In 1976, he was granted his first degree at Aston University, followed by a PhD degree and a research job at Imperial College",118
Wadler,4,"Wadler received a Bachelor of Science degree in mathematics from Stanford University in 1977, and a Master of Science degree in computer science from Carnegie Mellon University in 1979.[6] He completed his Doctor of Philosophy in computer science at Carnegie Mellon University in 1984. His thesis was entitled ""Listlessness is better than laziness"" and was supervised by Nico Habermann.[7][8]",168
Wegner,2,"Wegner was educated at the University of Cambridge and received a Post-Graduate Diploma in Numerical Analysis and Automatic Computing in 1954, at a time when there were no PhD programs in computer science.[2] He was awarded a PhD from the University of London in 1968 for his book Programming Languages, Information Structures, and Machine Organization, with Maurice Wilkes listed as his supervisor.[10][1]",102
Weiser,0,"Weiser was born in Chicago, Illinois, to David and Audra Weiser. He grew up in Stony Brook, New York.[1] He moved to Sarasota, Florida, to study philosophy at New College of Florida but dropped out in his second year when he ran out of money.[1] He then moved to Ann Arbor, Michigan, where he found a job as a computer programmer.[1] While working as a computer programmer he began taking computer science classes and excelled to the point that he was directly admitted into a master's program at the University",15
Wheeler,3,"Wheeler was born in Birmingham, England, the second of the three children of (Agnes) Marjorie, née Gudgeon, and Arthur Wheeler, a press tool maker, engineer, and proprietor of a small shopfitting firm.[17] He was educated at a local primary school in Birmingham and then went on to King Edward VI Camp Hill School after winning a scholarship in 1938. His education was disrupted by World War II, and he completed his sixth form studies at Hanley High School.[17] In 1945 he gained a scholarship to study the Cambridge Mathematical Tripos",19
Westervelt,0,"He was born in Benton Harbor, Michigan on (1930-03-26)March 26, 1930 to Herbert Oleander Westervelt and Dorothy Ulbright. From 1965 to 1970 he was Project Director for the ARPA sponsored CONCOMP (Research in Conversational Use of Computers) Project.[3] He was involved in the design of the architecture and negotiations with IBM over the virtual memory features that would be included in what became the IBM S/360 Model 67 computer.[4] When IBM's TSS/360 time-sharing operating system for the S/360-67 was not available, the CONCOMP project supported the initial development of Michigan",2
Widom,6,Widom earned a BS degree in trumpet performance from the Indiana University Jacobs School of Music in 1982 and a PhD in computer science under David Gries from Cornell University in 1987.[3][4],218
Wiederhold,3,"Gio Wiederhold was born June 24, 1936, in Varese, Italy.[1] He graduated C.Ae. cum laude in Aeronautical Engineering from the TMS Technicum in Rotterdam, Netherlands in 1957. From 1957 to 1958 he did graduate work at the Technische Hogeschool in Delft. He emigrated to the United States in 1958. Since 1966 he had been married to Voy Yat Jew.",204
